Rank,Module,Class,Kind,PmdSmells,LOC,NCSS,Methods,Path
1156,openjpa-jdbc,DriverDataSource,interface,0,114,24,0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/DriverDataSource.java
1157,openjpa-kernel,WhenCondition,class,0,53,24,3,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/WhenCondition.java
1158,openjpa-kernel,WhenScalar,class,0,53,24,3,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/WhenScalar.java
1159,openjpa-kernel,WrappedException,class,0,58,24,6,openjpa-kernel/src/main/java/org/apache/openjpa/util/WrappedException.java
1160,openjpa-lib,BootstrapException,class,0,57,24,6,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/BootstrapException.java
1161,openjpa-lib,AbstractSetDecorator,class,0,75,24,5,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractSetDecorator.java
1162,openjpa-persistence,BundleDelegatingClassLoader,class,0,58,24,4,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/osgi/BundleDelegatingClassLoader.java
1163,openjpa-jdbc,JDBCStore,interface,0,108,23,0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCStore.java
1164,openjpa-jdbc,Sign,class,0,58,23,4,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Sign.java
1165,openjpa-jdbc,ReverseCustomizer,interface,0,164,23,0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ReverseCustomizer.java
1166,openjpa-jdbc,ValueHandler,interface,0,105,23,0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ValueHandler.java
1167,openjpa-kernel,NoOpCacheMarshaller,class,0,54,23,5,openjpa-kernel/src/main/java/org/apache/openjpa/conf/NoOpCacheMarshaller.java
1168,openjpa-persistence,AutoClearType,enum,0,57,23,2,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AutoClearType.java
1169,openjpa-persistence,LikeExpression,class,0,55,23,3,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/LikeExpression.java
1170,openjpa-persistence,OrderableItem,class,0,54,23,2,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/OrderableItem.java
1171,openjpa-jdbc,Joinable,interface,0,92,22,0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/Joinable.java
1172,openjpa-jdbc,ObjectIdClassStrategy,class,0,52,22,1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ObjectIdClassStrategy.java
1173,openjpa-jdbc,Joins,interface,0,105,22,0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Joins.java
1174,openjpa-kernel,InMemorySavepointManager,class,0,68,22,4,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/InMemorySavepointManager.java
1175,openjpa-kernel,NoneLockManager,class,0,53,22,4,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/NoneLockManager.java
1176,openjpa-kernel,DateTimeExtractField,enum,0,76,22,3,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/DateTimeExtractField.java
1177,openjpa-lib,AbstractListIterator,class,0,53,22,3,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/AbstractListIterator.java
1178,openjpa-lib,AbstractSerializableListDecorator,class,0,72,22,3,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractSerializableListDecorator.java
1179,openjpa-lib,AbstractSerializableSetDecorator,class,0,73,22,3,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractSerializableSetDecorator.java
1180,openjpa-persistence,OpenJPACriteriaBuilder,interface,0,117,22,0,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/OpenJPACriteriaBuilder.java
1181,openjpa-persistence,ElseExpression,class,0,52,22,3,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/ElseExpression.java
1182,openjpa-slice,ReentrantSliceLock,class,0,59,22,4,openjpa-slice/src/main/java/org/apache/openjpa/slice/ReentrantSliceLock.java
1183,openjpa-jdbc,FetchModeValue,class,0,53,21,1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/FetchModeValue.java
1184,openjpa-kernel,DataCacheManager,interface,0,123,21,0,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCacheManager.java
1185,openjpa-kernel,PCData,interface,0,113,21,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PCData.java
1186,openjpa-kernel,RedefinedAttribute,class,0,47,21,3,openjpa-kernel/src/main/java/org/apache/openjpa/util/asm/RedefinedAttribute.java
1187,openjpa-lib,ParseException,class,0,56,21,6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/ParseException.java
1188,openjpa-persistence,PathOperator,enum,0,50,21,1,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/PathOperator.java
1189,openjpa-jdbc,DBIdentifierRule,class,0,57,20,2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/identifier/DBIdentifierRule.java
1190,openjpa-jdbc,Exponential,class,0,53,20,4,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Exponential.java
1191,openjpa-jdbc,NaturalLogarithm,class,0,53,20,4,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/NaturalLogarithm.java
1192,openjpa-jdbc,Sqrt,class,0,55,20,4,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Sqrt.java
1193,openjpa-kernel,QueryCacheInstrument,interface,0,111,20,0,openjpa-kernel/src/main/java/org/apache/openjpa/instrumentation/QueryCacheInstrument.java
1194,openjpa-kernel,ValidationUnavailableException,class,0,45,20,4,openjpa-kernel/src/main/java/org/apache/openjpa/validation/ValidationUnavailableException.java
1195,openjpa-jdbc,DiscriminatorStrategy,interface,0,79,19,0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/DiscriminatorStrategy.java
1196,openjpa-jdbc,Embeddable,interface,0,86,19,0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/Embeddable.java
1197,openjpa-kernel,DefaultCacheDistributionPolicy,class,0,50,19,4,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DefaultCacheDistributionPolicy.java
1198,openjpa-kernel,ExpirationEvent,class,0,68,19,3,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/ExpirationEvent.java
1199,openjpa-kernel,Value,interface,0,96,19,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Value.java
1200,openjpa-persistence-jdbc,ElementColumn,annotation,0,56,19,0,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/ElementColumn.java
1201,openjpa-persistence-jdbc,KeyColumn,annotation,0,56,19,0,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/KeyColumn.java
1202,openjpa-persistence-jdbc,XJoinColumn,annotation,0,57,19,0,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XJoinColumn.java
1203,openjpa-persistence,PersistentMap,annotation,0,56,19,0,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistentMap.java
1204,openjpa-jest,JESTCommand,interface,0,137,18,0,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/JESTCommand.java
1205,openjpa-kernel,SeqValue,class,0,49,18,1,openjpa-kernel/src/main/java/org/apache/openjpa/conf/SeqValue.java
1206,openjpa-kernel,LockManager,interface,0,119,18,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/LockManager.java
1207,openjpa-kernel,Literal,interface,0,57,18,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Literal.java
1208,openjpa-kernel,Null,class,0,49,18,3,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Null.java
1209,openjpa-kernel,This,class,0,49,18,3,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/This.java
1210,openjpa-kernel,ExceptionInfo,interface,0,87,18,0,openjpa-kernel/src/main/java/org/apache/openjpa/util/ExceptionInfo.java
1211,openjpa-lib,ValidatingErrorHandler,class,0,49,18,3,openjpa-lib/src/main/java/org/apache/openjpa/lib/xml/ValidatingErrorHandler.java
1212,openjpa-persistence-jdbc,ElementJoinColumn,annotation,0,55,18,0,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/ElementJoinColumn.java
1213,openjpa-persistence-jdbc,KeyJoinColumn,annotation,0,54,18,0,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/KeyJoinColumn.java
1214,openjpa-persistence-jdbc,VersionColumn,annotation,0,56,18,0,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/VersionColumn.java
1215,openjpa-persistence-jdbc,XMappingOverride,annotation,0,55,18,0,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XMappingOverride.java
1216,openjpa-persistence,BinaryFunctionalOperator,enum,0,50,18,1,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/BinaryFunctionalOperator.java
1217,openjpa-persistence,UnaryConditionalOperator,enum,0,51,18,1,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/UnaryConditionalOperator.java
1218,openjpa-jdbc,StrategyInstaller,class,0,71,17,2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/StrategyInstaller.java
1219,openjpa-jdbc,HerdDBDictionary,class,0,46,17,1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/HerdDBDictionary.java
1220,openjpa-kernel,PreparedQueryCacheInstrument,interface,0,88,17,0,openjpa-kernel/src/main/java/org/apache/openjpa/instrumentation/PreparedQueryCacheInstrument.java
1221,openjpa-kernel,Extent,interface,0,92,17,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/Extent.java
1222,openjpa-kernel,PDeletedFlushedState,class,0,47,17,1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PDeletedFlushedState.java
1223,openjpa-kernel,InvalidStateException,class,0,50,17,3,openjpa-kernel/src/main/java/org/apache/openjpa/util/InvalidStateException.java
1224,openjpa-kernel,NoResultException,class,0,51,17,3,openjpa-kernel/src/main/java/org/apache/openjpa/util/NoResultException.java
1225,openjpa-kernel,NonUniqueResultException,class,0,51,17,3,openjpa-kernel/src/main/java/org/apache/openjpa/util/NonUniqueResultException.java
1226,openjpa-lib,Instrument,interface,0,112,17,0,openjpa-lib/src/main/java/org/apache/openjpa/lib/instrumentation/Instrument.java
1227,openjpa-lib,MetaDataParser,interface,0,87,17,0,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/MetaDataParser.java
1228,openjpa-lib,EmptyIterator,class,0,72,17,3,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/EmptyIterator.java
1229,openjpa-lib,UnmodifiableMapEntry,class,0,74,17,4,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/UnmodifiableMapEntry.java
1230,openjpa-persistence-jdbc,ContainerTable,annotation,0,53,17,0,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/ContainerTable.java
1231,openjpa-persistence-jdbc,XSecondaryTable,annotation,0,54,17,0,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XSecondaryTable.java
1232,openjpa-persistence,Persistent,annotation,0,52,17,0,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/Persistent.java
1233,openjpa-persistence,PersistentCollection,annotation,0,54,17,0,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistentCollection.java
1234,openjpa-persistence,FetchPath,class,0,48,17,1,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/FetchPath.java
1235,openjpa-jdbc,PreparedResultObjectProvider,class,0,55,16,2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PreparedResultObjectProvider.java
1236,openjpa-jdbc,AutoDriverDataSource,class,0,46,16,1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/AutoDriverDataSource.java
1237,openjpa-jdbc,CacheDictionary,class,0,46,16,1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/CacheDictionary.java
1238,openjpa-junit5,OpenJPASupport,annotation,0,58,16,0,openjpa-junit5/src/main/java/org/apache/openjpa/junit5/OpenJPASupport.java
1239,openjpa-kernel,FinderCache,interface,0,145,16,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/FinderCache.java
1240,openjpa-kernel,PNewFlushedDeletedFlushedState,class,0,46,16,1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PNewFlushedDeletedFlushedState.java
1241,openjpa-kernel,TLoadedState,class,0,48,16,1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/TLoadedState.java
1242,openjpa-kernel,AbstractExpressionVisitor,class,0,46,16,4,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/AbstractExpressionVisitor.java
1243,openjpa-kernel,CallbackException,class,0,48,16,3,openjpa-kernel/src/main/java/org/apache/openjpa/util/CallbackException.java
1244,openjpa-kernel,ObjectExistsException,class,0,48,16,3,openjpa-kernel/src/main/java/org/apache/openjpa/util/ObjectExistsException.java
1245,openjpa-lib,IdentifierConfiguration,interface,0,97,16,0,openjpa-lib/src/main/java/org/apache/openjpa/lib/identifier/IdentifierConfiguration.java
1246,openjpa-persistence-jdbc,OrderColumn,annotation,0,51,16,0,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/OrderColumn.java
1247,openjpa-persistence,ParameterExpression,class,0,45,16,3,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/ParameterExpression.java
1248,openjpa-jdbc,NanoPrecisionTimestampVersionStrategy,class,0,46,15,2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/NanoPrecisionTimestampVersionStrategy.java
1249,openjpa-jest,JPAServletContext,interface,0,80,15,0,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/JPAServletContext.java
1250,openjpa-kernel,CacheMarshaller,interface,0,94,15,0,openjpa-kernel/src/main/java/org/apache/openjpa/conf/CacheMarshaller.java
1251,openjpa-kernel,TypesChangedEvent,class,0,55,15,2,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/TypesChangedEvent.java
1252,openjpa-kernel,ExceptionOrphanedKeyAction,class,0,44,15,1,openjpa-kernel/src/main/java/org/apache/openjpa/event/ExceptionOrphanedKeyAction.java
1253,openjpa-kernel,Seq,interface,0,74,15,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/Seq.java
1254,openjpa-kernel,TransientState,class,0,46,15,1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/TransientState.java
1255,openjpa-kernel,Path,interface,0,81,15,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Path.java
1256,openjpa-kernel,AbstractValidator,class,0,42,15,1,openjpa-kernel/src/main/java/org/apache/openjpa/validation/AbstractValidator.java
1257,openjpa-lib,MetaDataSerializer,interface,0,74,15,0,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/MetaDataSerializer.java
1258,openjpa-lib,AbstractEmptyMapIterator,class,0,48,15,4,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractEmptyMapIterator.java
1259,openjpa-persistence-jdbc,ElementEmbeddedMapping,annotation,0,48,15,0,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/ElementEmbeddedMapping.java
1260,openjpa-persistence-jdbc,EmbeddedMapping,annotation,0,48,15,0,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/EmbeddedMapping.java
1261,openjpa-persistence-jdbc,Index,annotation,0,49,15,0,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/Index.java
1262,openjpa-persistence-jdbc,KeyEmbeddedMapping,annotation,0,47,15,0,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/KeyEmbeddedMapping.java
1263,openjpa-persistence-jdbc,MappingOverride,annotation,0,50,15,0,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/MappingOverride.java
1264,openjpa-persistence-jdbc,XEmbeddedMapping,annotation,0,47,15,0,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XEmbeddedMapping.java
1265,openjpa-persistence-jdbc,XTable,annotation,0,50,15,0,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XTable.java
1266,openjpa-slice,SliceStoreManager,class,0,51,15,3,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/SliceStoreManager.java
1267,openjpa-jdbc,RowManager,interface,0,75,14,0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/RowManager.java
1268,openjpa-kernel,InstrumentationManager,interface,0,72,14,0,openjpa-kernel/src/main/java/org/apache/openjpa/instrumentation/InstrumentationManager.java
1269,openjpa-kernel,ExpressionParser,interface,0,64,14,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ExpressionParser.java
1270,openjpa-kernel,DelayedProxy,interface,0,83,14,0,openjpa-kernel/src/main/java/org/apache/openjpa/util/proxy/DelayedProxy.java
1271,openjpa-persistence-jdbc,DataStoreIdColumn,annotation,0,48,14,0,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/DataStoreIdColumn.java
1272,openjpa-persistence-jdbc,Unique,annotation,0,47,14,0,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/Unique.java
1273,openjpa-persistence,Extent,interface,0,79,14,0,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/Extent.java
1274,openjpa-persistence,PersistenceStrategy,enum,0,46,14,0,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceStrategy.java
1275,openjpa-persistence,MetadataProcessor,interface,0,89,14,0,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/MetadataProcessor.java
1276,openjpa-jdbc,Exp,interface,0,60,13,0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Exp.java
1277,openjpa-jdbc,SchemaSerializer,interface,0,81,13,0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaSerializer.java
1278,openjpa-kernel,FieldConsumer,interface,0,76,13,0,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/FieldConsumer.java
1279,openjpa-kernel,FieldSupplier,interface,0,76,13,0,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/FieldSupplier.java
1280,openjpa-kernel,PreparedQuery,interface,0,113,13,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PreparedQuery.java
1281,openjpa-kernel,NoTransactionException,class,0,45,13,2,openjpa-kernel/src/main/java/org/apache/openjpa/util/NoTransactionException.java
1282,openjpa-lib,SourceTracker,interface,0,68,13,0,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/SourceTracker.java
1283,openjpa-lib,DefaultMapEntry,class,0,62,13,3,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/DefaultMapEntry.java
1284,openjpa-lib,MapIterator,interface,0,115,13,0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/MapIterator.java
1285,openjpa-persistence-jdbc,ElementIndex,annotation,0,45,13,0,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/ElementIndex.java
1286,openjpa-persistence-jdbc,KeyIndex,annotation,0,44,13,0,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/KeyIndex.java
1287,openjpa-persistence,FetchGroup,annotation,0,58,13,0,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/FetchGroup.java
1288,openjpa-persistence,OpenJPAEntityManagerFactorySPI,interface,0,72,13,0,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/OpenJPAEntityManagerFactorySPI.java
1289,openjpa-junit5,OpenJPAExtension,class,0,34,12,1,openjpa-junit5/src/main/java/org/apache/openjpa/junit5/internal/OpenJPAExtension.java
1290,openjpa-kernel,ChangeTracker,interface,0,90,12,0,openjpa-kernel/src/main/java/org/apache/openjpa/util/ChangeTracker.java
1291,openjpa-kernel,ValidationException,class,0,35,12,2,openjpa-kernel/src/main/java/org/apache/openjpa/validation/ValidationException.java
1292,openjpa-lib,MetaDataIterator,interface,0,61,12,0,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/MetaDataIterator.java
