Rank,Module,Class,Kind,PmdSmells,LOC,NCSS,Methods,Path
370,openjpa-jdbc,EqualExpression,class,9,108,59,2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/EqualExpression.java
371,openjpa-lib,IdentifierUtil,interface,9,327,58,0,openjpa-lib/src/main/java/org/apache/openjpa/lib/identifier/IdentifierUtil.java
372,openjpa-kernel,EnhancementProject,class,9,139,56,7,openjpa-kernel/src/main/java/org/apache/openjpa/util/asm/EnhancementProject.java
373,openjpa-kernel,AbstractManagedRuntime,class,9,110,54,2,openjpa-kernel/src/main/java/org/apache/openjpa/ee/AbstractManagedRuntime.java
374,openjpa-kernel,AutoDetachValue,class,9,93,53,5,openjpa-kernel/src/main/java/org/apache/openjpa/conf/AutoDetachValue.java
375,openjpa-kernel,ROPStoreManager,class,9,85,44,5,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ROPStoreManager.java
376,openjpa-persistence,BundleUtils,class,9,65,27,2,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/osgi/BundleUtils.java
377,openjpa-jdbc,H2Dictionary,class,8,486,411,27,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/H2Dictionary.java
378,openjpa-lib,DualTreeBidiMap,class,8,412,250,40,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/DualTreeBidiMap.java
379,openjpa-jdbc,IngresDictionary,class,8,319,212,8,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/IngresDictionary.java
380,openjpa-lib,SQLFormatter,class,8,275,171,16,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/SQLFormatter.java
381,openjpa-jdbc,Trim,class,8,232,167,21,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Trim.java
382,openjpa-lib,MultiLogFactory,class,8,218,143,24,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/MultiLogFactory.java
383,openjpa-jdbc,Const,class,8,211,142,20,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Const.java
384,openjpa-jdbc,FinderQueryImpl,class,8,197,141,10,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/FinderQueryImpl.java
385,openjpa-lib,AbstractInstrumentationProvider,class,8,195,140,21,openjpa-lib/src/main/java/org/apache/openjpa/lib/instrumentation/AbstractInstrumentationProvider.java
386,openjpa-jdbc,SecondaryRow,class,8,197,136,11,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SecondaryRow.java
387,openjpa-kernel,ClassLoaderProxyService,class,8,169,129,9,openjpa-kernel/src/main/java/org/apache/openjpa/util/ClassLoaderProxyService.java
388,openjpa-lib,JarFileURLMetaDataIterator,class,8,199,129,8,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/JarFileURLMetaDataIterator.java
389,openjpa-jest,MetamodelHelper,class,8,185,118,11,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/MetamodelHelper.java
390,openjpa-lib,IteratorChain,class,8,281,94,14,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/IteratorChain.java
391,openjpa-kernel,Val,class,8,150,89,14,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Val.java
392,openjpa-kernel,Specification,class,8,165,82,14,openjpa-kernel/src/main/java/org/apache/openjpa/conf/Specification.java
393,openjpa-lib,TemporaryClassLoader,class,8,127,72,5,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/TemporaryClassLoader.java
394,openjpa-jest,QueryCommand,class,8,105,68,5,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/QueryCommand.java
395,openjpa-kernel,ClassRedefiner,class,8,114,60,3,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ClassRedefiner.java
396,openjpa-jdbc,NotEqualExpression,class,8,84,51,2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/NotEqualExpression.java
397,openjpa-kernel,MetaDataToolTask,class,8,94,51,5,openjpa-kernel/src/main/java/org/apache/openjpa/ant/MetaDataToolTask.java
398,openjpa-kernel,DateId,class,8,82,43,10,openjpa-kernel/src/main/java/org/apache/openjpa/util/DateId.java
399,openjpa-jdbc,ProjectionResultObjectProvider,class,8,84,37,3,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ProjectionResultObjectProvider.java
400,openjpa-kernel,Exp,class,8,83,36,5,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Exp.java
401,openjpa-lib,SimpleResourceBundleProvider,class,8,54,23,1,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/SimpleResourceBundleProvider.java
402,openjpa-jdbc,PreparedQueryCacheImpl,class,7,501,364,38,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PreparedQueryCacheImpl.java
403,openjpa-jdbc,FinderCacheImpl,class,7,413,277,25,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/FinderCacheImpl.java
404,openjpa-kernel,AuditManager,class,7,389,268,37,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AuditManager.java
405,openjpa-jdbc,StartsWithExpression,class,7,328,240,39,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/StartsWithExpression.java
406,openjpa-jdbc,MaxEmbeddedLobFieldStrategy,class,7,282,204,17,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedLobFieldStrategy.java
407,openjpa-kernel,ResultShape,class,7,392,190,25,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ResultShape.java
408,openjpa-jdbc,RelationStrategies,class,7,253,167,11,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationStrategies.java
409,openjpa-jdbc,Sequence,class,7,275,155,32,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Sequence.java
410,openjpa-lib,ListIteratorWrapper,class,7,270,134,11,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/ListIteratorWrapper.java
411,openjpa-lib,ComparatorChain,class,7,353,131,18,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/ComparatorChain.java
412,openjpa-kernel,AbstractChangeTracker,class,7,244,129,19,openjpa-kernel/src/main/java/org/apache/openjpa/util/AbstractChangeTracker.java
413,openjpa-lib,ZipFileMetaDataIterator,class,7,163,112,9,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ZipFileMetaDataIterator.java
414,openjpa-jdbc,BooleanRepresentationFactory,class,7,222,111,14,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/BooleanRepresentationFactory.java
415,openjpa-jest,TokenReplacedStream,class,7,189,105,8,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/TokenReplacedStream.java
416,openjpa-jdbc,CompareEqualExpression,class,7,150,96,8,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/CompareEqualExpression.java
417,openjpa-kernel,OSGiManagedRuntime,class,7,179,86,7,openjpa-kernel/src/main/java/org/apache/openjpa/ee/OSGiManagedRuntime.java
418,openjpa-lib,StringListValue,class,7,151,86,9,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/StringListValue.java
419,openjpa-kernel,AbstractStoreBrokerFactory,class,7,153,81,6,openjpa-kernel/src/main/java/org/apache/openjpa/abstractstore/AbstractStoreBrokerFactory.java
420,openjpa-lib,XMLFactory,class,7,134,78,4,openjpa-lib/src/main/java/org/apache/openjpa/lib/xml/XMLFactory.java
421,openjpa-kernel,Proxies,class,7,174,77,5,openjpa-kernel/src/main/java/org/apache/openjpa/util/Proxies.java
422,openjpa-lib,SimpleRegex,class,7,145,66,3,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/SimpleRegex.java
423,openjpa-kernel,BeanLifecycleCallbacks,class,7,104,61,6,openjpa-kernel/src/main/java/org/apache/openjpa/event/BeanLifecycleCallbacks.java
424,openjpa-jdbc,CurrentDate,class,7,91,56,6,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/CurrentDate.java
425,openjpa-kernel,ApplicationIdToolTask,class,7,115,47,9,openjpa-kernel/src/main/java/org/apache/openjpa/ant/ApplicationIdToolTask.java
426,openjpa-lib,ZipResourceBundleProvider,class,7,74,41,1,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/ZipResourceBundleProvider.java
427,openjpa-lib,ProductDerivation,interface,7,172,31,0,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ProductDerivation.java
428,openjpa-persistence,CaseExpression,interface,7,300,27,0,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/CaseExpression.java
429,openjpa-lib,EagerResultList,class,7,52,22,1,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/EagerResultList.java
430,openjpa-kernel,MetaDataModes,interface,7,40,11,0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataModes.java
431,openjpa-kernel,AutoDetach,interface,7,55,10,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AutoDetach.java
432,openjpa-kernel,PCDataImpl,class,6,363,244,34,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PCDataImpl.java
433,openjpa-jdbc,HandlerHandlerMapTableFieldStrategy,class,6,281,217,16,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerHandlerMapTableFieldStrategy.java
434,openjpa-jdbc,StringFieldStrategy,class,6,292,214,25,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/StringFieldStrategy.java
435,openjpa-jdbc,LobFieldStrategy,class,6,240,191,14,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/LobFieldStrategy.java
436,openjpa-jdbc,JDBCBrokerFactory,class,6,257,182,14,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCBrokerFactory.java
437,openjpa-xmlstore,XMLStoreManager,class,6,300,173,14,openjpa-xmlstore/src/main/java/org/apache/openjpa/xmlstore/XMLStoreManager.java
438,openjpa-jdbc,EndsWithExpression,class,6,234,169,22,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/EndsWithExpression.java
439,openjpa-jest,JSONObject,class,6,247,162,17,openjpa-jest/src/main/java/org/apache/openjpa/json/JSONObject.java
440,openjpa-jest,JSONObject,class,6,247,162,17,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/JSONObject.java
441,openjpa-lib,AbstractNonSequentialResultList,class,6,212,155,19,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/AbstractNonSequentialResultList.java
442,openjpa-jdbc,ObjectIdValueHandler,class,6,185,137,10,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ObjectIdValueHandler.java
443,openjpa-jdbc,UnaryOp,class,6,209,136,22,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/UnaryOp.java
444,openjpa-jdbc,Normalizer,class,6,284,128,22,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/identifier/Normalizer.java
445,openjpa-persistence,JPAProperties,class,6,224,110,10,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/JPAProperties.java
446,openjpa-jdbc,SQLProjectionResultObjectProvider,class,6,140,93,10,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/SQLProjectionResultObjectProvider.java
447,openjpa-kernel,DynamicTCPRemoteCommitProvider,class,6,124,84,6,openjpa-kernel/src/main/java/org/apache/openjpa/event/DynamicTCPRemoteCommitProvider.java
448,openjpa-kernel,VersionLockManager,class,6,165,76,12,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/VersionLockManager.java
449,openjpa-kernel,InMemoryValueOrder,class,6,124,75,6,openjpa-kernel/src/main/java/org/apache/openjpa/meta/InMemoryValueOrder.java
450,openjpa-persistence,RootImpl,class,6,124,75,7,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/RootImpl.java
451,openjpa-kernel,ExtractDateTimePart,class,6,113,74,5,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ExtractDateTimePart.java
452,openjpa-persistence,AbstractPath,class,6,143,72,14,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/AbstractPath.java
453,openjpa-jdbc,CompareExpression,class,6,112,70,5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/CompareExpression.java
454,openjpa-jdbc,Count,class,6,103,57,7,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Count.java
455,openjpa-jdbc,NotContainsExpression,class,6,106,57,6,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/NotContainsExpression.java
456,openjpa-kernel,ClassNodeTracker,class,6,91,57,8,openjpa-kernel/src/main/java/org/apache/openjpa/util/asm/ClassNodeTracker.java
457,openjpa-jest,ProcessingException,class,6,100,55,6,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/ProcessingException.java
458,openjpa-jdbc,PrimitiveWrapperArrays,class,6,89,46,4,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/PrimitiveWrapperArrays.java
459,openjpa-kernel,ArrayStateImage,class,6,106,43,6,openjpa-kernel/src/main/java/org/apache/openjpa/util/ArrayStateImage.java
460,openjpa-kernel,GeneratedClasses,class,6,82,37,3,openjpa-kernel/src/main/java/org/apache/openjpa/util/GeneratedClasses.java
461,openjpa-lib,StreamResourceBundleProvider,class,6,60,30,1,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/StreamResourceBundleProvider.java
462,openjpa-lib,ResultObjectProvider,interface,6,96,13,0,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/ResultObjectProvider.java
463,openjpa-kernel,MixedLockLevels,interface,6,57,9,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/MixedLockLevels.java
464,openjpa-lib,NodeInfo,class,6,36,8,0,openjpa-lib/src/main/java/org/apache/openjpa/lib/graph/NodeInfo.java
465,openjpa-kernel,DetachedValueStateManager,class,5,727,571,120,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachedValueStateManager.java
466,openjpa-kernel,OpenJPAConfiguration,interface,5,2091,353,0,openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfiguration.java
467,openjpa-jdbc,RelationHandlerMapTableFieldStrategy,class,5,328,258,18,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationHandlerMapTableFieldStrategy.java
468,openjpa-lib,DelegatingStatement,class,5,358,252,55,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingStatement.java
469,openjpa-kernel,Compatibility,class,5,781,230,62,openjpa-kernel/src/main/java/org/apache/openjpa/conf/Compatibility.java
470,openjpa-jdbc,StateComparisonVersionStrategy,class,5,351,223,27,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/StateComparisonVersionStrategy.java
471,openjpa-kernel,AbstractStoreManager,class,5,547,214,32,openjpa-kernel/src/main/java/org/apache/openjpa/abstractstore/AbstractStoreManager.java
472,openjpa-persistence,OpenJPAEntityManager,interface,5,1199,208,0,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/OpenJPAEntityManager.java
473,openjpa-jdbc,LRSProxyCollection,class,5,244,189,14,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/LRSProxyCollection.java
474,openjpa-kernel,QueryMetaData,class,5,333,185,38,openjpa-kernel/src/main/java/org/apache/openjpa/meta/QueryMetaData.java
475,openjpa-jdbc,Select,interface,5,772,151,0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Select.java
476,openjpa-jdbc,OperationOrderUpdateManager,class,5,226,143,7,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/OperationOrderUpdateManager.java
477,openjpa-jdbc,DerbyDictionary,class,5,237,139,7,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DerbyDictionary.java
478,openjpa-jdbc,JavaSQLTypes,class,5,180,135,3,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/JavaSQLTypes.java
479,openjpa-jdbc,Variable,class,5,209,133,26,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Variable.java
480,openjpa-jdbc,MapEntry,class,5,187,129,20,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/MapEntry.java
481,openjpa-jdbc,Aggregate,class,5,185,127,19,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Aggregate.java
482,openjpa-jdbc,ExtractDateTimeField,class,5,180,123,19,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ExtractDateTimeField.java
483,openjpa-kernel,OpenJPAException,class,5,213,108,21,openjpa-kernel/src/main/java/org/apache/openjpa/util/OpenJPAException.java
484,openjpa-jdbc,EmpressDictionary,class,5,182,106,6,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/EmpressDictionary.java
485,openjpa-lib,ReferenceHashMap,class,5,161,103,20,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/ReferenceHashMap.java
486,openjpa-kernel,MethodLifecycleCallbacks,class,5,166,96,11,openjpa-kernel/src/main/java/org/apache/openjpa/event/MethodLifecycleCallbacks.java
487,openjpa-jdbc,ClassNameDiscriminatorStrategy,class,5,138,95,6,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ClassNameDiscriminatorStrategy.java
488,openjpa-persistence,ParameterExpressionImpl,class,5,171,95,11,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/ParameterExpressionImpl.java
489,openjpa-jdbc,DiscriminatorMappingInfo,class,5,167,94,8,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/DiscriminatorMappingInfo.java
490,openjpa-jdbc,RefreshStrategyInstaller,class,5,146,93,7,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/RefreshStrategyInstaller.java
491,openjpa-lib,AbstractLog,class,5,156,89,18,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/AbstractLog.java
492,openjpa-jdbc,MixedLockManager,class,5,136,87,5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/MixedLockManager.java
493,openjpa-kernel,Id,class,5,161,82,12,openjpa-kernel/src/main/java/org/apache/openjpa/util/Id.java
494,openjpa-jdbc,AbstractJDBCSavepointManager,class,5,156,77,14,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/AbstractJDBCSavepointManager.java
495,openjpa-jdbc,Type,class,5,117,76,10,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Type.java
496,openjpa-lib,AbstractConcurrentEventManager,class,5,154,72,10,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/AbstractConcurrentEventManager.java
497,openjpa-kernel,Audited,class,5,124,54,6,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/Audited.java
498,openjpa-kernel,StoreFacadeTypeRegistry,class,5,118,51,6,openjpa-kernel/src/main/java/org/apache/openjpa/util/StoreFacadeTypeRegistry.java
499,openjpa-slice,SliceInfo,class,5,114,51,8,openjpa-slice/src/main/java/org/apache/openjpa/slice/SliceInfo.java
500,openjpa-kernel,BindVariableExpression,class,5,99,47,7,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/BindVariableExpression.java
501,openjpa-kernel,UpdateStrategies,class,5,93,43,2,openjpa-kernel/src/main/java/org/apache/openjpa/meta/UpdateStrategies.java
502,openjpa-persistence,PersistenceActivator,class,5,95,43,3,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/osgi/PersistenceActivator.java
503,openjpa-kernel,PCEnhancerTask,class,5,94,39,6,openjpa-kernel/src/main/java/org/apache/openjpa/ant/PCEnhancerTask.java
504,openjpa-lib,JavaVendors,enum,5,78,36,5,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/JavaVendors.java
505,openjpa-jdbc,MappingRepositoryValue,class,5,68,33,2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/MappingRepositoryValue.java
506,openjpa-kernel,Caches,class,5,55,25,1,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/Caches.java
507,openjpa-persistence,AbstractVisitable,class,5,58,25,4,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/AbstractVisitable.java
508,openjpa-lib,Log,interface,5,131,23,0,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/Log.java
509,openjpa-kernel,SchemaGenerationSource,interface,5,35,8,0,openjpa-kernel/src/main/java/org/apache/openjpa/conf/SchemaGenerationSource.java
510,openjpa-kernel,CallbackModes,interface,5,54,8,0,openjpa-kernel/src/main/java/org/apache/openjpa/event/CallbackModes.java
511,openjpa-lib,DelegatingConnection,class,4,608,448,74,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingConnection.java
512,openjpa-kernel,ProxyMaps,class,4,354,198,27,openjpa-kernel/src/main/java/org/apache/openjpa/util/proxy/ProxyMaps.java
513,openjpa-jdbc,ColumnIO,class,4,315,155,34,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/ColumnIO.java
514,openjpa-kernel,DataCacheManagerImpl,class,4,239,149,17,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCacheManagerImpl.java
515,openjpa-kernel,RedefinitionHelper,class,4,239,145,15,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/RedefinitionHelper.java
516,openjpa-jdbc,SequenceMapping,class,4,291,144,29,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/SequenceMapping.java
517,openjpa-persistence,StoreCacheImpl,class,4,198,134,21,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/StoreCacheImpl.java
518,openjpa-jdbc,Math,class,4,186,132,20,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Math.java
519,openjpa-jdbc,GetObjectId,class,4,194,128,17,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/GetObjectId.java
520,openjpa-jdbc,InValueDiscriminatorStrategy,class,4,189,122,7,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/InValueDiscriminatorStrategy.java
521,openjpa-jdbc,ExtractDateTimePart,class,4,176,121,19,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ExtractDateTimePart.java
522,openjpa-persistence,Types,class,4,260,115,22,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/Types.java
523,openjpa-persistence,HintHandler,class,4,266,114,5,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/HintHandler.java
524,openjpa-lib,DelegatingDataSource,class,4,178,111,18,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingDataSource.java
525,openjpa-jdbc,AbstractSQLServerDictionary,class,4,145,106,6,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/AbstractSQLServerDictionary.java
526,openjpa-kernel,PartitionedDataCache,class,4,191,101,9,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/PartitionedDataCache.java
527,openjpa-jdbc,JDBCConfiguration,interface,4,633,98,0,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/JDBCConfiguration.java
528,openjpa-jdbc,MapKey,class,4,151,98,15,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/MapKey.java
529,openjpa-lib,MapBackedSet,class,4,178,98,19,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/MapBackedSet.java
530,openjpa-jdbc,MaxEmbeddedCharArrayFieldStrategy,class,4,134,92,8,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedCharArrayFieldStrategy.java
531,openjpa-kernel,DetachOptions,class,4,200,89,16,openjpa-kernel/src/main/java/org/apache/openjpa/conf/DetachOptions.java
532,openjpa-slice,DistributedDataSource,class,4,124,84,10,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedDataSource.java
533,openjpa-persistence,ComparisonStyle,interface,4,186,82,12,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/ComparisonStyle.java
534,openjpa-jdbc,GenericResultObjectProvider,class,4,138,81,11,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/GenericResultObjectProvider.java
535,openjpa-lib,CommonsLogFactory,class,4,132,80,19,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/CommonsLogFactory.java
536,openjpa-kernel,CollectionChangeTrackerImpl,class,4,133,79,9,openjpa-kernel/src/main/java/org/apache/openjpa/util/CollectionChangeTrackerImpl.java
537,openjpa-persistence,EntityExistsException,class,4,123,79,13,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityExistsException.java
538,openjpa-persistence,EntityNotFoundException,class,4,123,79,13,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityNotFoundException.java
539,openjpa-persistence,NoResultException,class,4,123,79,13,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/NoResultException.java
540,openjpa-persistence,NonUniqueResultException,class,4,123,79,13,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/NonUniqueResultException.java
541,openjpa-persistence,OptimisticLockException,class,4,123,79,13,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/OptimisticLockException.java
542,openjpa-xmlstore,XMLStore,class,4,157,79,7,openjpa-xmlstore/src/main/java/org/apache/openjpa/xmlstore/XMLStore.java
543,openjpa-kernel,AbstractPCResultObjectProvider,class,4,183,78,11,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractPCResultObjectProvider.java
544,openjpa-persistence,PersistenceException,class,4,122,78,13,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceException.java
545,openjpa-kernel,RemoteCommitProviderValue,class,4,143,76,12,openjpa-kernel/src/main/java/org/apache/openjpa/conf/RemoteCommitProviderValue.java
546,openjpa-jdbc,DelegatingJoinable,class,4,135,75,9,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/DelegatingJoinable.java
547,openjpa-lib,ResourceMetaDataIterator,class,4,118,75,7,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ResourceMetaDataIterator.java
548,openjpa-jest,Closure,class,4,109,74,4,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/Closure.java
549,openjpa-kernel,DataCacheJMXInstrument,class,4,104,68,6,openjpa-kernel/src/main/java/org/apache/openjpa/instrumentation/jmx/DataCacheJMXInstrument.java
550,openjpa-persistence,OpenJPAQuery,interface,4,285,65,0,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/OpenJPAQuery.java
551,openjpa-jdbc,CurrentTemporal,class,4,98,64,6,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/CurrentTemporal.java
552,openjpa-kernel,GeneralCase,class,4,103,64,6,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/GeneralCase.java
553,openjpa-jdbc,EmbeddedClassStrategy,class,4,103,63,4,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EmbeddedClassStrategy.java
554,openjpa-kernel,DetachManagerLite,class,4,124,62,4,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachManagerLite.java
555,openjpa-kernel,QueryContext,interface,4,303,61,0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryContext.java
556,openjpa-kernel,Coalesce,class,4,103,61,7,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Coalesce.java
557,openjpa-persistence,MetaDataParsers,class,4,99,60,2,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/MetaDataParsers.java
558,openjpa-kernel,Args,class,4,98,58,8,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Args.java
