Path,CodeSmells
openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/CollectionParam.java,4
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Column.java,69
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/identifier/ColumnDefIdentifierRule.java,0
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/identifier/ColumnIdentifierRule.java,0
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/ColumnIO.java,4
openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/Columns.java,0
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ColumnVersionStrategy.java,4
openjpa-lib/src/main/java/org/apache/openjpa/lib/xml/Commentable.java,0
openjpa-lib/src/main/java/org/apache/openjpa/lib/log/CommonsLogFactory.java,2
openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/ComparableComparator.java,0
openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/ComparatorChain.java,3
openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/CompareByExample.java,4
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/CompareEqualExpression.java,3
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/CompareExpression.java,3
openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/CompareExpression.java,3
openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/ComparisonStyle.java,1
openjpa-kernel/src/main/java/org/apache/openjpa/conf/Compatibility.java,31
openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/CompileTimeLogger.java,1
openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/CompoundSelections.java,6
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Concat.java,5
openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Concat.java,3
openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/ConcatExpression.java,0
openjpa-kernel/src/main/java/org/apache/openjpa/datacache/ConcurrentDataCache.java,6
openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentHashMap.java,22
openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentMap.java,0
openjpa-kernel/src/main/java/org/apache/openjpa/datacache/ConcurrentQueryCache.java,6
openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentReferenceHashMap.java,31
openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentReferenceHashSet.java,2
openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/ConditionalOperator.java,0
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/Configurable.java,0
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/Configuration.java,2
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ConfigurationImpl.java,48
openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ConfigurationProvider.java,0
